Phylum,Class,Order,Family,Genus,Species,TSN,ED_mean,ED_sd,n_species,n_tests,n_replicates
---,---,---,---,---,australis,164775,4.876,0,1,3,10
---,---,---,Merlucciidae,---,---,164789,4.533863636,0.693464955,8,15,363
---,---,---,---,Merluccius,---,164790,4.505389049,0.709363065,6,13,347
---,---,---,---,---,bilinearis,164791,4.273290323,0.410318416,1,3,155
---,---,---,---,---,productus,164792,4.658378378,1.006261908,1,5,148
---,---,---,---,---,albidus,164793,6.17,0.095600837,1,1,3
---,---,---,---,---,merluccius,164795,3.7,0,1,1,9
---,---,---,---,---,australis,164797,5.48,0,1,1,9
---,---,---,---,---,hubbsi,164800,4.80173913,0,1,2,23
---,---,---,---,Macruronus,---,164803,6.51,0,2,2,16
---,---,---,---,---,magellanicus,550662,6.51,0,1,1,5
---,---,---,---,---,novaezelandiae,623193,NA,NA,1,1,11
---,---,---,Macrouridae,---,---,165332,4.752894737,0.043952875,7,9,78
---,---,---,---,Caelorinchus,---,165362,5.021785714,0.041477444,3,4,39
---,---,---,---,---,caelorhincus,165373,5.3975,0.079783457,1,2,12
---,---,---,---,---,fasciatus,165380,4.74,0,1,1,16
---,---,---,---,Nezumia,bairdii,165395,3.83,0.117733456,1,1,8
---,---,---,---,Lepidorhynchus,denticulatus,165425,NA,NA,1,1,11
---,---,---,---,Albatrossia,pectoralis,165427,4.68,0,1,2,2
---,---,---,---,Lucigadus,nigromaculatus,623055,NA,NA,1,1,18
---,---,---,Steindachneriidae,Steindachneria,argentea,164802,3.82,0,1,1,1
---,---,Atheriniformes,---,---,---,165429,4.595990279,0.890012792,5,6,823
---,---,---,Atherinidae,---,---,165984,7.283461538,0,2,2,130
---,---,---,---,Atherina,presbyter,166025,7.3,0,1,1,129
---,---,---,Atherinopsidae,---,---,630579,4.091847042,0.970127473,3,4,693
---,---,---,---,Menidia,menidia,165994,4.087314949,0.972947617,1,2,689
---,---,---,---,Odontesthes,---,630609,4.8725,0,2,2,4
---,---,---,---,---,hatcheri,630873,5.78,0,1,1,1
---,---,---,---,---,smitti,630882,4.57,0,1,1,3
---,---,Beryciformes,---,---,---,166083,4.216071429,0.024826062,3,6,38
---,---,---,Trachichthyidae,Hoplostethus,---,166138,4.480952381,0.027660503,2,3,31
---,---,---,---,---,mediterraneus,166140,4.480952381,0.034172935,1,2,21
---,---,---,---,---,intermedius,622155,NA,NA,1,1,10
---,---,---,Anoplogastridae,Anoplogaster,cornuta,166152,3.421428571,0,1,3,7
---,---,Polymixiiformes,Polymixiidae,---,---,166124,6.296666667,0.452541435,2,2,6
---,---,---,---,Polymixia,lowei,166126,6.66,0.312309942,1,1,4
---,---,Zeiformes,---,---,---,166271,4.071052632,0.035515743,4,6,152
---,---,---,Zeidae,Zenopsis,conchifera,166284,2.78,0.054305801,1,1,3
---,---,---,Grammicolepididae,Grammicolepis,brachiusculus,166298,6.25,0.099277792,1,1,3
---,---,---,Caproidae,---,---,166309,4.052808219,0.035,2,4,146
---,---,---,---,Antigonia,capros,166311,6.298333333,0.21,1,2,6
---,---,---,---,Capros,aper,166320,3.956571429,0,1,2,140
---,---,Gasterosteiformes,---,---,---,166361,4.638703704,0.147674118,7,10,216
---,---,---,Gasterosteidae,---,---,166363,4.943137255,0.308331918,4,7,51
---,---,---,---,Gasterosteus,aculeatus,166365,3.4625,0,1,2,4
---,---,---,---,Pungitius,pungitius,166387,5.09027027,0.261994111,1,2,37
---,---,---,---,Culaea,inconstans,166399,5.03,0.136182246,1,2,7
---,---,---,Syngnathidae,Entelurus,aequoreus,644927,4.7,0,1,1,128
---,---,---,Macroramphosidae,---,---,644842,4.007027027,0.015561876,2,2,37
---,---,---,---,Macrorhamphosus,scolopax,166423,4.88,0.092065303,1,1,3
---,---,---,---,Macroramphosus,scolopax,551497,3.93,0,1,1,34
---,---,Scorpaeniformes,---,---,---,166702,5.008285544,0.832591793,63,116,3350
---,---,---,Liparidae,Liparis,---,43620,3.571666667,0.433,2,2,6
---,---,---,---,---,callyodon,167553,3.28,0,1,1,1
---,---,---,---,---,gibbus,167561,3.63,0.499985333,1,1,5
---,---,---,Scorpaenidae,---,---,166704,5.587291829,0.645882167,15,29,1287
---,---,---,---,Sebastes,---,166705,5.584623824,0.648658838,11,24,1276
---,---,---,---,---,aleutianus,166706,5.32,0.846461486,1,1,23
---,---,---,---,---,alutus,166707,5.167046784,0.650437129,1,4,342
---,---,---,---,---,caurinus,166713,4.14,0.231900362,1,1,11
---,---,---,---,---,ciliatus,166714,6.2,0.564124771,1,1,134
---,---,---,---,---,jordani,166725,4.85,0,1,1,3
---,---,---,---,---,melanops,166727,5.72,0.775667479,1,1,107
---,---,---,---,---,mystinus,166730,3.68,0,1,1,2
---,---,---,---,---,polyspinis,166735,6.450534979,0.825739281,1,4,243
---,---,---,---,---,capensis,166778,4.23,0,1,1,1
---,---,---,---,---,oculatus,166780,5.12,0,1,1,8
---,---,---,---,Helicolenus,---,166786,6.928,0.043334997,2,3,7
---,---,---,---,---,dactylopterus,166787,6.928,0.055945241,1,2,5
---,---,---,---,---,percoides,166791,NA,NA,1,1,2
---,---,---,---,Pontinus,longispinis,166801,3.75,0,1,1,1
---,---,---,---,Scorpaena,loppei,166836,5.1,0,1,1,3
---,---,---,Triglidae,---,---,166972,5.0776,0.115318463,6,6,25
---,---,---,---,Prionotus,---,166973,4.534166667,0.173925271,2,2,12
---,---,---,---,---,carolinus,166974,4.4,0.317542648,1,1,5
---,---,---,---,---,nudigula,644389,4.63,0,1,1,7
---,---,---,---,Peristedion,---,167003,1.56,0.057982756,1,1,3
---,---,---,---,Chelidonichthys,---,167051,7.60375,0,2,2,8
---,---,---,---,---,capensis,643887,3.43,0,1,1,1
---,---,---,---,---,cuculus,692071,8.2,0,1,1,7
---,---,---,Hexagrammidae,---,---,167108,6.147879859,1.503711794,5,23,283
---,---,---,---,Hexagrammos,---,167109,3.595,0,2,4,8
---,---,---,---,---,decagrammus,167110,3.38,0,1,2,2
---,---,---,---,Ophiodon,elongatus,167116,3.955,0.134039795,1,3,14
---,---,---,---,Pleurogrammus,monopterygius,167120,6.427447699,1.633886153,1,14,239
---,---,---,Anoplopomatidae,Anoplopoma,fimbria,167123,4.810285714,0.961132616,1,7,1050
---,---,---,Platycephalidae,Platycephalus,indicus,167159,2.85,0,1,1,2
---,---,---,Congiopodidae,Congiopodus,peruvianus,643914,5,0,1,1,14
---,---,---,Cottidae,---,---,167196,3.834055375,0.529800357,24,38,614
---,---,---,---,Artediellus,scaber,167206,4.94,0,1,1,1
---,---,---,---,Artedius,fenestralis,167212,3.977142857,0.373229152,1,2,14
---,---,---,---,Cottus,---,167229,5.532857143,0.406,2,2,7
---,---,---,---,---,cognatus,167232,5.74,0.453921799,1,1,6
---,---,---,---,---,tenuis,167254,4.29,0,1,1,1
---,---,---,---,Gymnocanthus,---,167271,3.818301887,0.515,2,2,53
---,---,---,---,---,galeatus,167273,4.77,0,1,1,1
---,---,---,---,---,tricuspis,167275,3.8,0.520124504,1,1,52
---,---,---,---,Hemilepidotus,---,167276,4.090533333,0.839427683,3,8,75
---,---,---,---,---,hemilepidotus,167279,3.85,0,1,1,1
---,---,---,---,---,jordani,167280,4.082054795,0.851168501,1,6,73
---,---,---,---,Megalocottus,platycephalus,167307,3.207142857,0.302967884,1,3,119
---,---,---,---,Myoxocephalus,---,167311,3.889247312,0.309564824,7,9,186
---,---,---,---,---,jaok,167312,3.24,0,1,1,1
---,---,---,---,---,polyacanthocephalus,167315,3.22,0,1,1,1
---,---,---,---,---,quadricornis,167316,3.814193548,0.308224849,1,3,124
---,---,---,---,---,scorpioides,167317,4.34,0.278426032,1,1,20
---,---,---,---,---,scorpius,167318,3.5,0.390564578,1,1,31
---,---,---,---,---,octodecemspinosus,167320,5.4,0.180133284,1,1,5
---,---,---,---,---,thompsonii,167323,5.42,0.251072699,1,1,4
---,---,---,---,Oligocottus,maculosus,167333,3.97,0.51,1,2,7
---,---,---,---,Triglops,---,167368,4.344,0.673174052,5,5,25
---,---,---,---,---,macellus,167371,5.26,0,1,1,2
---,---,---,---,---,murrayi,167375,3.6,0.138564065,1,1,5
---,---,---,---,---,nybelini,167376,5.2,0.374122974,1,1,5
---,---,---,---,---,pingelii,644643,4.16,0.695619541,1,2,13
---,---,---,Psychrolutidae,Cottunculus,granulosus,643924,2.99,0,1,1,1
---,---,---,Agonidae,---,---,167426,3.356981132,0.362788979,2,3,53
---,---,---,---,Aspidophoroides,monopterygius,167439,5.44,0.683557752,1,1,7
---,---,---,---,Occella,dodecaedron,167456,3.04,0.315369624,1,2,46
---,---,---,Cyclopteridae,---,---,167483,2.2,0.64,2,2,6
---,---,---,---,Aptocyclus,ventricosus,167485,2.4,0.739008345,1,1,5
---,---,---,Hemitripteridae,---,---,553212,2.792222222,0.131257653,3,3,9
---,---,---,---,Blepsias,---,167219,3.376666667,0.31,2,2,3
---,---,---,---,---,bilobus,167220,3.54,0,1,1,2
---,---,---,---,---,cirrhosus,167221,3.05,0,1,1,1
---,---,---,---,Hemitripterus,americanus,167289,2.5,0.078262379,1,1,6
---,---,Perciformes,---,---,---,167640,4.405846815,0.376844619,167,343,8910
---,---,---,Zoarcidae,---,---,165215,4.306351351,0.324284438,12,12,74
---,---,---,---,Bothrocara,brunneum,165219,2.42,0,1,1,2
---,---,---,---,Lycenchelys,verrilli,165242,5.13,0.355321158,1,1,10
---,---,---,---,Lycodapus,fierasfer,165251,4.58,0,1,1,1
---,---,---,---,Lycodes,---,165255,4.287954545,0.394699753,6,6,44
---,---,---,---,---,mucosus,165264,3.96,0,1,1,2
---,---,---,---,---,palearis,165265,4.43,0.267739253,1,1,15
---,---,---,---,---,polaris,165266,4.29,0.580690168,1,1,16
---,---,---,---,---,raridens,165267,4.46,0.399837467,1,1,7
---,---,---,---,---,turneri,165269,4.09,0,1,1,1
---,---,---,---,Melanostigma,pammelas,165295,3.46,0,1,1,1
---,---,---,---,Zoarces,americanus,630979,4.7,0.051314158,1,1,9
---,---,---,---,Iluocoetes,fimbriatus,631091,3.36,0,1,1,7
---,---,---,Serranidae,---,---,167674,4.13,0.205791156,5,6,27
---,---,---,---,Centropristis,---,167686,4.035,0,2,2,2
---,---,---,---,---,striata,167687,5.06,0,1,1,1
---,---,---,---,---,ocyurus,167690,3.01,0,1,1,1
---,---,---,---,Serranus,scriba,167862,4.32,0.26567524,1,2,17
---,---,---,---,Acanthistius,brasilianus,167953,3.82,0,1,1,7
---,---,---,Centrarchidae,Lepomis,macrochirus,168141,3.26,0,1,1,1
---,---,---,Acropomatidae,---,---,168353,5.03625,0.180341651,4,5,29
---,---,---,---,Synagrops,---,168334,5.03625,0.250445888,3,4,16
---,---,---,---,---,bellus,168335,6.002,0.229,1,2,5
---,---,---,---,---,spinosus,168337,6.47,0,1,1,1
---,---,---,---,---,trispinosus,641879,4.41,0.300166829,1,1,10
---,---,---,---,Apogonops,anomalus,641861,NA,NA,1,1,13
---,---,---,Percidae,---,---,168356,4.129982047,0.05889681,2,39,1114
---,---,---,---,Perca,flavescens,168469,4.105521327,0.067684328,1,20,844
---,---,---,---,Sander,lucioperca,650172,4.206444444,0,1,19,270
---,---,---,Sillaginidae,Sillago,ciliata,168531,5.02,0.106066017,1,1,10
---,---,---,Malacanthidae,Lopholatilus,chamaeleonticeps,168546,5.4,0.116624754,1,1,5
---,---,---,Pomatomidae,Pomatomus,saltatrix,168559,5.367083333,1.183611129,1,3,48
---,---,---,Carangidae,---,---,168584,6.266060606,0.749927878,8,10,33
---,---,---,---,Caranx,crysos,168612,5.7,0.110851252,1,1,5
---,---,---,---,Chloroscombrus,chrysurus,168670,7.72,0.16546903,1,2,7
---,---,---,---,Selar,crumenopthalmus,642021,5.4625,1.691712742,1,2,8
---,---,---,---,Seriola,dumerili,168689,4.6,0.141421356,1,1,3
---,---,---,---,Decapterus,---,168723,6.271111111,0.099305071,3,3,9
---,---,---,---,---,macarellus,168724,3.97,0,1,1,1
---,---,---,---,---,punctatus,168725,6,0.147801669,1,1,5
---,---,---,---,---,muroadsi,168736,7.49,0.059114127,1,1,3
---,---,---,---,Parona,signata,641991,10.3,0,1,1,1
---,---,---,Leiognathidae,Leiognathus,equulus,168799,3.72,0,1,1,2
---,---,---,Lutjanidae,---,---,168845,3.706346154,0.503241751,3,5,52
---,---,---,---,Lutjanus,---,168846,3.686862745,0.508350935,2,4,51
---,---,---,---,---,griseus,168848,3.6944,0.513618961,1,3,50
---,---,---,---,---,campechanus,168853,3.31,0,1,1,1
---,---,---,---,Pristipomoides,argyrogrammicus,168923,4.7,0,1,1,1
---,---,---,Gerreidae,Gerres,subfasciatus,645467,5.2,0.212132034,1,1,10
---,---,---,Haemulidae,---,---,169055,4.78875,0,4,4,8
---,---,---,---,Haemulon,sciurus,169069,5.86,0,1,1,2
---,---,---,---,Orthopristis,chrysoptera,169077,4.73,0,1,1,1
---,---,---,---,Pomadasys,jubelini,169101,4.43,0,1,1,4
---,---,---,Sparidae,---,---,169180,4.752439024,0.129817322,8,12,123
---,---,---,---,Stenotomus,---,169181,5.569473684,0.04722163,2,4,19
---,---,---,---,---,chrysops,169182,5.891875,0.052035702,1,3,16
---,---,---,---,---,caprinus,169183,3.85,0,1,1,3
---,---,---,---,Lagodon,rhomboides,169187,4.404444444,0.228425179,1,3,18
---,---,---,---,Pagellus,---,169211,3.746721311,0,2,2,61
---,---,---,---,---,bogaraveo,169212,3.35,0,1,1,57
---,---,---,---,---,acarne,169213,9.4,0,1,1,4
---,---,---,---,Boops,boops,169218,8,0,1,1,9
---,---,---,---,Spondyliosoma,cantharus,169229,6.9,0,1,1,6
---,---,---,---,Acanthopagrus,australis,647905,5.75,0.381837662,1,1,10
---,---,---,Sciaenidae,---,---,169237,3.915780051,0.334398336,16,24,391
---,---,---,---,Cynoscion,---,169238,2.692380952,0.507988853,5,6,168
---,---,---,---,---,petronus,NA,5.23,0,1,1,2
---,---,---,---,---,nebulosus,169239,2.484675325,0.530342938,1,2,154
---,---,---,---,---,nothus,169240,4.6,0,1,1,1
---,---,---,---,---,regalis,169241,4.8,0.205757138,1,1,4
---,---,---,---,---,arenarius,169243,5.06,0,1,1,7
---,---,---,---,Bairdiella,chrysoura,169259,4.02,0,1,1,4
---,---,---,---,Leiostomus,xanthurus,169267,5.78125,0.128645508,1,4,32
---,---,---,---,Larimus,fasciatus,169269,4.35,0,1,1,3
---,---,---,---,Menticirrhus,americanus,169274,4.9,0,1,1,1
---,---,---,---,Micropogonias,---,169282,4.66630303,0.03187591,3,7,165
---,---,---,---,---,barretoi,NA,4.35,0,1,1,1
---,---,---,---,---,undulatus,169283,4.68484472,0.032274374,1,4,161
---,---,---,---,---,furnieri,169285,3.776666667,0,1,2,3
---,---,---,---,Stellifer,lanceolatus,169292,4.1,0,1,1,2
---,---,---,---,Macrodon,ancylodon,169334,4.31,0,1,1,12
---,---,---,---,Aplodinotus,grunniens,169364,5.52,0,1,1,3
---,---,---,---,Otolithoides,pama,646660,13.3,0,1,1,1
---,---,---,Mullidae,Mullus,surmuletus,169418,6.4,0,1,1,15
---,---,---,Embiotocidae,---,---,169735,4.405294118,0.707130917,2,3,17
---,---,---,---,Cymatogaster,aggregata,169739,5.2025,0.316,1,2,4
---,---,---,Pomacentridae,Abudefduf,saxatilis,170046,3.22,0,1,1,1
---,---,---,Cheilodactylidae,Nemadactylus,bergi,645813,8.83,0,1,1,13
---,---,---,Cepolidae,Cepola,macrophthalma,170281,3.9,0,1,1,6
---,---,---,Bramidae,Brama,brama,170290,8.65,0,1,1,9
---,---,---,Percichthyidae,Percichthys,trucha,641907,5.92,0,1,1,1
---,---,---,Polynemidae,Polydactylus,octonemus,170447,4.77,0,1,1,12
---,---,---,Labridae,---,---,170477,6.257142857,0.134164079,2,2,7
---,---,---,---,Tautogolabrus,adspersus,170481,6.6,0.173205081,1,1,5
---,---,---,---,Labrus,bergylta,170737,5.4,0,1,1,2
---,---,---,Trichodontidae,Trichodon,trichodon,170919,4.034666667,0.320133903,1,10,90
---,---,---,Bathymasteridae,---,---,170945,4.09,0.336749165,3,3,10
---,---,---,---,Bathymaster,signatus,170949,4.24,0,1,1,1
---,---,---,---,Ronquilus,jordani,170951,3.98,0.388844442,1,1,8
---,---,---,Trachinidae,---,---,170989,3.955736518,0.11611571,7,18,2773
---,---,---,---,Trachurus,---,168585,3.953299492,0.116220612,6,17,2768
---,---,---,---,---,lathami,168587,3.72,0,1,1,1
---,---,---,---,---,trachurus,168588,5.249069767,0.63833955,1,5,86
---,---,---,---,---,picturatus,168593,3.81,0,1,1,2530
---,---,---,---,---,declivis,168596,NA,NA,1,1,10
---,---,---,---,---,japonicus,642012,5.732519084,0,1,8,131
---,---,---,---,---,novaezelandiae,642029,5.78,0.625789501,1,1,10
---,---,---,---,Trachinus,draco,170992,5.3,0,1,1,5
---,---,---,Percophidae,Bembrops,anatirostris,170997,3.89,0,1,1,1
---,---,---,Chiasmodontidae,Chiasmodon,niger,171086,NA,NA,1,1,1
---,---,---,Bovichthyidae,Cottoperca,gobio,642783,4.28,0,1,1,10
---,---,---,Nototheniidae,---,---,171103,5.289186047,0.121253375,17,26,86
---,---,---,---,Notothenia,---,171104,5.53,0,2,2,4
---,---,---,---,---,rossii,171105,6.07,0,1,1,1
---,---,---,---,---,neglecta,642593,5.35,0,1,1,3
---,---,---,---,Dissostichus,---,642495,9.633333333,0,2,3,3
---,---,---,---,---,eleginoides,642807,9.75,0,1,2,2
---,---,---,---,---,mawsoni,642808,9.4,0,1,1,1
---,---,---,---,Eleginops,maclovinus,642813,3.66,0,1,1,3
---,---,---,---,Gobionotothen,gibberifrons,642852,4.85,0,1,1,13
---,---,---,---,Lepidonotothen,squamifrons,642886,4.39,0,1,2,2
---,---,---,---,Trematomus,---,642501,5.325,0,6,8,8
---,---,---,---,---,bernacchii,643036,5.066666667,0,1,3,3
---,---,---,---,---,eulepidotus,643037,5.7,0,1,1,1
---,---,---,---,---,hansoni,643038,5.4,0,1,1,1
---,---,---,---,---,lepidorhinus,643039,7.7,0,1,1,1
---,---,---,---,---,pennellii,643043,4.6,0,1,1,1
---,---,---,---,---,scotti,643044,4,0,1,1,1
---,---,---,---,Pagothenia,borchgrevinki,642902,5.533333333,0,1,3,3
---,---,---,---,Patagonotothen,---,642532,6.203030303,0,2,3,33
---,---,---,---,---,ramsayi,642920,6.343225806,0,1,2,31
---,---,---,---,---,tessellata,642923,4.03,0,1,1,2
---,---,---,---,Pleuragramma,antarcticum,642933,3.361176471,0.286937856,1,3,17
---,---,---,Channichthyidae,---,---,171119,4.692222222,0.106066017,3,5,18
---,---,---,---,Chaenocephalus,aceratus,171122,4.56,0,1,1,10
---,---,---,---,Champsocephalus,gunnari,642743,4.984285714,0.18973666,1,3,7
---,---,---,---,Channichthys,rhinoceratus,642767,3.97,0,1,1,1
---,---,---,Blenniidae,Paralipophrys,trigloides,636489,5.5,0,1,1,16
---,---,---,Stichaeidae,---,---,171554,4.810941176,0.309373484,8,12,170
---,---,---,---,Anoplarchus,purpurescens,171564,4.28,0,1,1,1
---,---,---,---,Lumpenus,---,171581,4.84,0.324248958,3,6,152
---,---,---,---,---,sagitta,171583,4.55,0.481995851,1,1,7
---,---,---,---,---,maculatus,171584,5.725384615,0.335700263,1,3,26
---,---,---,---,---,fabricii,631020,4.663613445,0.318977212,1,2,119
---,---,---,---,Stichaeus,punctatus,171596,4.728333333,0.08,1,2,12
---,---,---,---,Xiphister,atropurpureus,171598,4.11,0.494974747,1,1,3
---,---,---,---,Eumesogrammus,praecisus,171601,4.64,0,1,1,1
---,---,---,---,Leptoclinus,maculatus,171603,4.19,0,1,1,1
---,---,---,Pholidae,Pholis,laeta,171641,4.800833333,0.274207742,1,4,72
---,---,---,Zaproridae,Zaprora,silenus,171659,2.804642857,0.228279518,1,3,28
---,---,---,Icosteidae,Icosteus,aenigmaticus,171663,6.8,0,1,1,3
---,---,---,Ammodytidae,---,---,171670,4.892719957,0.405184316,7,58,1864
---,---,---,---,Ammodytes,---,171671,4.888924324,0.406496873,5,56,1850
---,---,---,---,---,hexapterus,171672,5.163820336,0.52405482,1,41,1013
---,---,---,---,---,americanus,171673,6.8,0.191096834,1,1,20
---,---,---,---,---,dubius,171674,5.252197802,0.46660949,1,2,91
---,---,---,---,---,tobianus,171676,5.8,0,1,1,9
---,---,---,---,---,marinus,171677,4.389693166,0.103597932,1,11,717
---,---,---,---,Hyperoplus,lanceolatus,171682,4.8,0,1,1,6
---,---,---,Callionymidae,Callionymus,lyra,171698,5.2,0,1,1,5
---,---,---,Gobiidae,---,---,171746,5.621496599,0.039987239,2,2,147
---,---,---,---,Gobiosoma,bosc,171789,6.39,0.340479074,1,1,4
---,---,---,---,Lesueurigobius,friesii,172036,5.6,0,1,1,143
---,---,---,Gempylidae,---,---,172354,7.210526316,0.168574415,6,8,29
---,---,---,---,Thyrsites,atun,172372,7.1,0,1,1,6
---,---,---,---,Promethichthys,prometheus,172374,5.24,0.101823376,1,1,3
---,---,---,---,Diplospinus,multistriatus,172376,10.2,0,1,1,3
---,---,---,---,Rexea,solandri,550883,NA,NA,1,1,10
---,---,---,---,Neoepinnula,americana,550874,5.32,0,1,1,2
---,---,---,---,Paradiplospinus,gracilis,550877,7.488,0,1,3,5
---,---,---,Trichiuridae,---,---,172378,4.345,0.099920969,3,3,12
---,---,---,---,Trichiurus,lepturus,172385,4.18,0,1,1,6
---,---,---,---,Aphanopus,carbo,172389,5.2,0.055154329,1,1,3
---,---,---,---,Lepidopus,altifrons,646736,3.82,0.311126984,1,1,3
---,---,---,Scombridae,---,---,172398,6.241451613,0.878296416,6,19,198
---,---,---,---,Scomber,---,172411,6.216878613,0.940029107,2,15,173
---,---,---,---,---,japonicus,172412,6.680333333,1.232857764,1,8,30
---,---,---,---,---,scombrus,172414,6.11965035,0.877402218,1,7,143
---,---,---,---,Thunnus,albacares,172423,NA,NA,1,1,6
---,---,---,---,Acanthocybium,solandri,172451,NA,NA,1,1,6
---,---,---,---,Auxis,---,172454,8.03,0.295570635,1,1,3
---,---,---,---,Katsuwonus,pelamis,172401,6.13,0.019304015,1,1,10
---,---,---,Xiphiidae,Xiphias,gladius,172482,NA,NA,1,1,5
---,---,---,Centrolophidae,Seriolella,punctata,172534,9.36,0,1,1,8
---,---,---,Stromateidae,---,---,172563,6.44720339,1.047287844,4,8,118
---,---,---,---,Peprilus,---,172564,6.017238095,1.111415489,3,7,105
---,---,---,---,---,paru,172566,5.671428571,0.096598137,1,2,7
---,---,---,---,---,triacanthus,172567,6.04742268,1.157053954,1,4,97
---,---,---,---,---,burti,172568,5.51,0,1,1,1
---,---,---,---,Stromateus,brasiliensis,642983,9.92,0,1,1,13
---,---,---,Moronidae,---,---,202002,4.031210084,0.613029787,3,11,1190
---,---,---,---,Morone,---,167676,4.024759494,0.614323919,2,9,1185
---,---,---,---,---,saxatilis,167680,4.019251935,0.620084909,1,4,1163
---,---,---,---,---,chrysops,167682,4.315909091,0.048119601,1,5,22
---,---,---,---,Dicentrarchus,labrax,170317,5.56,0,1,2,5
---,---,---,Ephippidae,Chaetodipterus,faber,169539,4.98,0,1,1,2
---,---,---,Epigonidae,Epigonus,---,168295,7.35,0.055519574,3,3,28
---,---,---,---,---,pandionis,168297,7.35,0.115573209,1,1,8
---,---,---,---,---,denticulatus,168301,NA,NA,1,1,10
---,---,---,---,---,lenimen,168306,NA,NA,1,1,10
---,---,---,Pinguipedidae,Pseudopercis,semifasciata,630463,4.97,0,1,1,13
---,---,---,Ariommatidae,Ariomma,bondi,172537,5.17,0.602454978,1,1,3
---,---,---,Arripidae,Arripis,trutta,168827,4.52,0,1,1,1
---,---,Pleuronectiformes,---,---,---,172702,4.529290393,0.89422693,38,92,2756
---,---,---,Scophthalmidae,---,---,172713,4.6,0.01979899,2,2,6
---,---,---,---,Scophthalmus,aquosus,172746,3.1,0.03959798,1,1,3
---,---,---,---,Lepidorhombus,whiffiagonis,172835,6.1,0,1,1,3
---,---,---,Bothidae,Arnoglossus,imperialis,172806,5.4,0,1,1,19
---,---,---,Pleuronectidae,---,---,172859,4.518293076,0.941300266,23,69,2484
---,---,---,---,Atheresthes,---,172860,4.826211251,0.998738995,2,18,871
---,---,---,---,---,evermanni,172861,4.67,0.120613018,1,1,12
---,---,---,---,---,stomias,172862,4.828393481,1.005622629,1,17,859
---,---,---,---,Glyptocephalus,---,172872,3.564166667,0.146884717,2,4,12
---,---,---,---,---,cynoglossus,172873,3.8,0.042722359,1,2,8
---,---,---,---,---,zachirus,172978,3.0925,0.32,1,2,4
---,---,---,---,Hippoglossoides,---,172874,4.101084337,0.446474945,2,3,83
---,---,---,---,---,robustus,172876,3.93,0.620430574,1,1,43
---,---,---,---,---,platessoides,172877,4.285,0.097903282,1,2,40
---,---,---,---,Lepidopsetta,---,172879,3.31935,0.501510959,3,12,200
---,---,---,---,---,bilineata,172917,2.590909091,0.326099678,1,4,22
---,---,---,---,---,polyxystra,616392,3.37125,0.532045394,1,4,168
---,---,---,---,Limanda,---,172880,4.650892857,0.336840219,3,3,56
---,---,---,---,---,aspera,172907,4.6,0.372565878,1,1,23
---,---,---,---,---,ferruginea,172909,4.4,0.157321327,1,1,12
---,---,---,---,---,proboscidea,172911,4.85,0.395001666,1,1,21
---,---,---,---,Liopsetta,---,172883,3.684636015,0.43834874,2,5,261
---,---,---,---,---,glacialis,172913,3.682382813,0.44263356,1,4,256
---,---,---,---,---,putnami,172915,3.8,0.025403412,1,1,5
---,---,---,---,Microstomus,---,172886,5.949375,0.335145597,2,5,16
---,---,---,---,---,pacificus,172887,5.970714286,0.361998619,1,4,14
---,---,---,---,---,kitt,172888,5.8,0,1,1,2
---,---,---,---,Platichthys,stellatus,172893,4.979,0.625892413,1,3,130
---,---,---,---,Pleuronectes,---,172900,4.514,0,2,3,5
---,---,---,---,---,quadrituberculatus,172901,3.27,0,1,1,1
---,---,---,---,---,platessa,172902,4.825,0,1,2,4
---,---,---,---,Reinhardtius,hippoglossoides,172930,4.617808219,0.256482792,1,3,73
---,---,---,---,Hippoglossus,stenolepis,172932,4.387961783,0.956929229,1,5,157
---,---,---,---,Pseudopleuronectes,americanus,172905,3.6,0.152420471,1,1,5
---,---,---,Soleidae,---,---,172980,6.05,0,2,2,10
---,---,---,---,Solea,solea,173002,5,0,1,1,3
---,---,---,---,Dicologlossa,cuneata,173031,6.5,0,1,1,7
---,---,---,Cynoglossidae,---,---,173060,4.623846154,0.28044377,2,4,26
---,---,---,---,Symphurus,plagiusa,173062,4.90125,0.150012619,1,3,16
---,---,---,---,Paraplagusia,bilineata,173105,4.18,0.443355952,1,1,10
---,---,---,Paralichthyidae,---,---,553179,4.372433862,0.056376314,5,9,189
---,---,---,---,Citharichthys,---,172715,3.898888889,0.033260874,2,3,9
---,---,---,---,---,sordidus,172716,3.3975,0,1,2,4
---,---,---,---,---,arctifrons,172719,4.3,0.050806824,1,1,5
---,---,---,---,Paralichthys,---,172734,4.396111111,0.057406299,3,6,180
---,---,---,---,---,dentatus,172735,4.334497041,0.05665163,1,4,169
---,---,---,---,---,oblongus,172739,5.5,0.079549513,1,1,10
---,---,---,---,---,patagonicus,616424,3.77,0,1,1,1
---,---,---,Achiropsettidae,Mancopsetta,maculata,616396,11.4,0,1,1,4
---,---,---,Rhombosoleidae,Azygopus,pinnifasciatus,616111,NA,NA,1,1,8
---,---,Tetraodontiformes,---,---,---,173112,5.567142857,0.247403872,2,2,7
---,---,---,Balistidae,Balistes,polylepis,173140,6.19,0.118369675,1,1,3
---,---,---,Tetraodontidae,Sphoeroides,maculatus,173290,5.1,0.3821204,1,1,4
---,---,Aulopiformes,---,---,---,553127,4.55516129,0.046638566,14,21,196
